title,company,location,work_type,level,compensation,link,id,scraped_date
"Staff Engineer DevOps, Agentic AI",Netskope,,,,,https://builtin.com/job/staff-engineer-devops-agentic-ai/8576178,8576178,2026-02-27
Staff Developer - AI SOC Automation,Arctic Wolf,,,,,https://builtin.com/job/developer-ai-soc-automation/8184041,8184041,2026-02-27
"Senior Engineer, AI platform",PayPal,,,,,https://builtin.com/job/senior-engineer-ai-platform/8562157,8562157,2026-02-27
AI Lead Engineer,Barclays,,,,,https://builtin.com/job/ai-lead-engineer/8572299,8572299,2026-02-27
Staff Software Engineer - Konnect AI Platform,Kong,,,,,https://builtin.com/job/staff-software-engineer-konnect-ai-platform/8572005,8572005,2026-02-27
AI/ML driven ASIC Design and Implementation Principal Automation Engineer,NXP Semiconductors,,,,,https://builtin.com/job/principal-asic-design-and-implementation-automation-engineer/8318091,8318091,2026-02-27
Principal AI Engineer,Regeneron,,,,,https://builtin.com/job/principal-ai-engineer/8184607,8184607,2026-02-27
Quality Assurance Engineer- Generative AI,CompuGroup Medical US,,,,,https://builtin.com/job/quality-test-engineer-automation/7549634,7549634,2026-02-27
"MTS 2, Staff Software & AI/ML Engineer",eBay,,,,,https://builtin.com/job/mts-2-staff-software-ai-ml-engineer/7526840,7526840,2026-02-27
Senior Software Engineer (3 - 6 years of exp in RPA / Power Platform / Power Automate / Power Apps + Gen AI),"Visa Inc,",,,,,https://builtin.com/job/senior-software-engineer-3-6-years-exp-rpa-power-platform-power-automate-power-apps-gen-ai/8571025,8571025,2026-02-27
Senior Software Engineer (3 - 6 years' experience in Python / .NET Core / C# + Angular / React + Gen AI + SQL),"Visa Inc,",,,,,https://builtin.com/job/senior-software-engineer-3-6-years-experience-python-net-core-c-angular-react-gen-ai-sql/8571022,8571022,2026-02-27
Data and AI support Engineer,Michelin,,,,,https://builtin.com/job/data-and-ai-support-engineer/8135658,8135658,2026-02-27
Sr. Developer - AI & Automation,Thermo Fisher Scientific,,,,,https://builtin.com/job/sr-developer-ai-automation/8570947,8570947,2026-02-27
Sr AI/ML Engineer,TaskUs,,,,,https://builtin.com/job/sr-ai-ml-engineer/8570649,8570649,2026-02-27
"AI Solutions Developer, Finance",Stripe,,,,,https://builtin.com/job/ai-solutions-developer-finance/8570480,8570480,2026-02-27
Lead Software Engineer – DevOps and AI,SimCorp,,,,,https://builtin.com/job/lead-software-engineer-devops-and-ai/8511804,8511804,2026-02-27
Senior Software Engineer - (.Net and AI),SimCorp,,,,,https://builtin.com/job/senior-software-engineer-net-and-ai/8511799,8511799,2026-02-27
"Senior Lead, Data Engineer (AI/ML)",KLA,,,,,https://builtin.com/job/senior-lead-data-engineer-ai-ml/8036239,8036239,2026-02-27
Software Engineer - Fusion AI,Autodesk,,,,,https://builtin.com/job/software-engineer-fusion-ai/8273840,8273840,2026-02-27
Senior AI Infrastructure Engineer - DGX Cloud,NVIDIA,,,,,https://builtin.com/job/senior-ai-infrastructure-engineer-dgx-cloud/7793183,7793183,2026-02-27
AI/ML Software Engineer,eBay,,,,,https://builtin.com/job/ai-ml-software-engineer/6638229,6638229,2026-02-27
MTS 2-AI/ML Software Engineer,eBay,,,,,https://builtin.com/job/mts-2-ai-ml-software-engineer/6638234,6638234,2026-02-27
Lead AI/ML Engineer – Regulatory Reporting - Senior Vice President,Citi,,,,,https://builtin.com/job/lead-ai-ml-engineer-regulatory-reporting-senior-vice-president/8354601,8354601,2026-02-27
Senior AI Ops Engineer,GE Vernova,,,,,https://builtin.com/job/senior-ai-ops-engineer/7703876,7703876,2026-02-27
Senior AI ML Engineer,3Pillar Global,,,,,https://builtin.com/job/sr-ai-engineer/7704891,7704891,2026-02-27
Senior UI Software Engineer - AI,Beckman Coulter Diagnostics,,,,,https://builtin.com/job/senior-ui-software-engineer-ai/8335652,8335652,2026-02-27
Azure AI & Automation Solution Engineer,Coretek Services,,,,,https://builtin.com/job/azure-ai-automation-solution-engineer/8338584,8338584,2026-02-27
Lead Engineer - Applied AI,Barclays,,,,,https://builtin.com/job/lead-engineer-applied-ai/8336549,8336549,2026-02-27
Engineer - Applied AI,Barclays,,,,,https://builtin.com/job/engineer-applied-ai/8336538,8336538,2026-02-27
Engineer - Applied AI,Barclays,,,,,https://builtin.com/job/engineer-applied-ai/8334765,8334765,2026-02-27
Digital & AI/ML Engineer,Franklin Templeton,,,,,https://builtin.com/job/digital-ai-ml-engineer/8227929,8227929,2026-02-27
Senior Full-Stack Developer – AI,Plat4mation,,,,,https://builtin.com/job/senior-full-stack-developer-ai/8339214,8339214,2026-02-27
Staff Software Engineer – AI (Westlaw AI),Thomson Reuters,,,,,https://builtin.com/job/staff-software-engineer-ai-westlaw-ai/8188218,8188218,2026-02-27
Senior Data Engineer - AI,Danaher Corporation,,,,,https://builtin.com/job/senior-data-engineer-ai/8337434,8337434,2026-02-27
Senior UI Software Engineer - AI,Danaher Corporation,,,,,https://builtin.com/job/senior-ui-software-engineer-ai/8337784,8337784,2026-02-27
Lead .Net Developer for Artificial Intelligence Team,SimCorp,,,,,https://builtin.com/job/lead-net-developer-artificial-intelligence-team/8246888,8246888,2026-02-27
Gen AI Python Developer - Assistant Vice President,Citi,,,,,https://builtin.com/job/gen-ai-python-developer-assistant-vice-president/8383991,8383991,2026-02-27
Jr AI Engineer,Quantanite,,,,,https://builtin.com/job/jr-ai-engineer/6799887,6799887,2026-02-27
Senior AI Engineer,InvoiceCloud,,,,,https://builtin.com/job/senior-ai-engineer/8109878,8109878,2026-02-27
Senior Lead AI/ML Engineer - R01558861,Brillio,,,,,https://builtin.com/job/senior-lead-ai-ml-engineer-r01558861/8564812,8564812,2026-02-27
Senior AI/ML Engineer - R01558791,Brillio,,,,,https://builtin.com/job/senior-ai-ml-engineer-r01558791/8564801,8564801,2026-02-27
Senior Machine Learning Engineer (Multimodal Generative AI),Code and Theory,,,,,https://builtin.com/job/senior-machine-learning-engineer-multimodal-generative-ai/8563527,8563527,2026-02-27
Senior Software Engineer (3 - 6 years of exp in Java / Python + Gen AI),"Visa Inc,",,,,,https://builtin.com/job/senior-software-engineer-3-6-years-exp-java-python-gen-ai/8562879,8562879,2026-02-27
Senior Software Engineer (Linea AI),Cyberhaven,,,,,https://builtin.com/job/senior-software-engineer-linea-ai/8562594,8562594,2026-02-27
Senior AI / ML Engineer,Pythian,,,,,https://builtin.com/job/senior-ai-ml-engineer/8560885,8560885,2026-02-27
"Staff Engineer, UI Agentic AI",Netskope,,,,,https://builtin.com/job/staff-engineer-ui-agentic-ai/7952109,7952109,2026-02-27
"Staff / Sr. Staff Engineer, Agentic AI",Netskope,,,,,https://builtin.com/job/staff-sr-staff-engineer-ai-security-analytics/7426838,7426838,2026-02-27
"Staff Engineer , Data & AI",Stripe,,,,,https://builtin.com/job/staff-engineer-revenue-and-finance-automation/7907989,7907989,2026-02-27
"Senior Staff Engineer, Generative AI",Nagarro,,,,,https://builtin.com/job/senior-staff-engineer-generative-ai/7426110,7426110,2026-02-27
AI Solution Developer,Altisource,,,,,https://builtin.com/job/ai-solution-developer/7697101,7697101,2026-02-27
AI/ML Staff Software Engineer,eBay,,,,,https://builtin.com/job/ai-ml-staff-software-engineer/7526838,7526838,2026-02-27
Staff Engineer-Applied AI,Barclays,,,,,https://builtin.com/job/staff-engineering/8273311,8273311,2026-02-27
AI/ML Engineer,DataZymes,,,,,https://builtin.com/job/aiml-engineer/4543762,4543762,2026-02-27
Software Development Engineer in Test III - AI,HighLevel,,,,,https://builtin.com/job/software-development-engineer-test-iii-crm/4029239,4029239,2026-02-27
Staff Software Engineer (AI/ML/ SaaS),ABBYY,,,,,https://builtin.com/job/staff-software-engineer-ai-ml-saas/8321968,8321968,2026-02-27
AI Platform Engineer,Crowe Global,,,,,https://builtin.com/job/ai-platform-engineer/8311326,8311326,2026-02-27
Software Developer II (AI/ML),myKaarma,,,,,https://builtin.com/job/software-developer-ii-ai-ml/8316786,8316786,2026-02-27
"Associate Staff Engineer, Agentic AI",Nagarro,,,,,https://builtin.com/job/associate-staff-engineer-agentic-ai/8315620,8315620,2026-02-27
AI Full Stack Developer - Fully Remote Opportunity,Zealogics LLC,,,,,https://builtin.com/job/ai-full-stack-developer-fully-remote-opportunity/8556044,8556044,2026-02-27
L2 Application Support Engineer – AI Platform (.NET & Azure),Zealogics LLC,,,,,https://builtin.com/job/l2-application-support-engineer-ai-platform-net-azure/8555860,8555860,2026-02-27
Sr AI Solutions Engineer,Centific,,,,,https://builtin.com/job/sr-ai-solutions-engineer/7535477,7535477,2026-02-27
Lead Software Engineer – AI,TSS Consultancy Pvt Ltd,,,,,https://builtin.com/job/lead-software-engineer-ai/7384377,7384377,2026-02-27
AI/ML Engineer,WeLocalize,,,,,https://builtin.com/job/aiml-engineer-ii/7893521,7893521,2026-02-27
Infrastructure Engineering Advisor – AI ML Engineer - HIH,Cigna,,,,,https://builtin.com/job/infrastructure-engineering-advisor-ai-ml-engineer-hih/7665534,7665534,2026-02-27
"Sr Software Engineer, Search Relevance (Applied AI)",Databricks,,,,,https://builtin.com/job/sr-software-engineer-search-relevance-applied-ai/8086870,8086870,2026-02-27
Senior AI QA Engineer,Northbay,,,,,https://builtin.com/job/senior-ai-qa-engineer/8086220,8086220,2026-02-27
Principal AI / Automation Engineer – Agentic GTM Systems,Multiplier,,,,,https://builtin.com/job/principal-ai-automation-engineer-agentic-gtm-systems/8550509,8550509,2026-02-27
AI Applied Engineer (GTM AI Team),Fello (fello.ai),,,,,https://builtin.com/job/ai-applied-engineer-gtm-ai-team/8549637,8549637,2026-02-27
QA Engineer (AI),Illumina,,,,,https://builtin.com/job/qa-engineer-ai/8548687,8548687,2026-02-27
Software Test Engineer (Automation + AI),Allata,,,,,https://builtin.com/job/software-test-engineer-automation-ai/8547470,8547470,2026-02-27
AI and Machine Learning Engineer,Hewlett Packard Enterprise,,,,,https://builtin.com/job/ai-and-machine-learning-engineer/8276703,8276703,2026-02-27
Principal Software Engineer-Agentic AI,Autodesk,,,,,https://builtin.com/job/principal-software-engineer-agentic-ai/8120990,8120990,2026-02-27
"Senior Software Engineer (Python, Playwright, AI Agents)",Autodesk,,,,,https://builtin.com/job/senior-software-engineer-python-playwright-ai-agents/8188286,8188286,2026-02-27
Solutions Engineer – Automation and AI,Thomson Reuters,,,,,https://builtin.com/job/solutions-engineer-automation-and-ai/8111284,8111284,2026-02-27
IT Operations Engineer (Application Support) - AI & Data Technology,Point72,,,,,https://builtin.com/job/it-operations-engineer-application-support-ai-data-technology/8544833,8544833,2026-02-27
Lead Software Developer (AI Energy),S&P Global,,,,,https://builtin.com/job/lead-software-developer-ai-energy/7986911,7986911,2026-02-27
Senior Software Developer  (AI Energy),S&P Global,,,,,https://builtin.com/job/senior-software-developer-ai-energy/7986893,7986893,2026-02-27
Lead Data Engineer (AI Energy),S&P Global,,,,,https://builtin.com/job/lead-data-engineer-ai-energy/7986899,7986899,2026-02-27
DevOps Engineer- Generative AI,CompuGroup Medical US,,,,,https://builtin.com/job/system-engineer-generative-ai/7548305,7548305,2026-02-27
"DevOps Engineer – Cloud-Native, Automation, AI, Blockchain & Emerging Technologies",Synechron,,,,,https://builtin.com/job/devops-engineer-cloud-native-automation-ai-blockchain-emerging-technologies/8489823,8489823,2026-02-27
AI Research Engineer Intern,Brainwonders,,,,,https://builtin.com/job/ai-research-engineer-intern/6958421,6958421,2026-02-27
Pre Sales Engineer -AI and Data,Xenon Seven,,,,,https://builtin.com/job/pre-sales-engineer-ai-and-data/7900150,7900150,2026-02-27
Sr. Data Engineer - AI ML,Assent,,,,,https://builtin.com/job/sr-data-engineer-ai-ml/8541936,8541936,2026-02-27
AI Platform Engineer II,American Express Global Business Travel,,,,,https://builtin.com/job/ai-platform-engineer-ii/8525541,8525541,2026-02-27
Senior AI Platform Engineer,SolarEdge Technologies,,,,,https://builtin.com/job/senior-ai-platform-engineer/8540679,8540679,2026-02-27
Engineer AI/ML,Empower (empower),,,,,https://builtin.com/job/engineer-ai-ml/8341227,8341227,2026-02-27
Senior Backend Engineer (AI focus),Deel,,,,,https://builtin.com/job/senior-backend-engineer-ai-focus/8539026,8539026,2026-02-27
"Integrations Engineer, Agentic AI Platform",Trimble,,,,,https://builtin.com/job/integrations-engineer-agentic-ai-platform/7521302,7521302,2026-02-27
"Senior Staff Engineer, Generative AI",Nagarro,,,,,https://builtin.com/job/senior-staff-engineer-generative-ai/8537391,8537391,2026-02-27
"Senior Staff Engineer, Generative AI",Nagarro,,,,,https://builtin.com/job/senior-staff-engineer-generative-ai/8537392,8537392,2026-02-27
Senior Staff Engineer (Full Stack — Agentic AI) | 10–14 Years | Bengaluru,Neuron7.ai,,,,,https://builtin.com/job/staff-software-engineer-full-stack-agentic-ai-bengaluru/8536731,8536731,2026-02-27
AI Lead Engineer,Barclays,,,,,https://builtin.com/job/ai-lead-engineer/8536686,8536686,2026-02-27
Principal AI and Machine Learning Engineer,Hewlett Packard Enterprise,,,,,https://builtin.com/job/senior-technical-lead/7566707,7566707,2026-02-27
Senior AI and Machine Learning Engineer,Hewlett Packard Enterprise,,,,,https://builtin.com/job/senior-ai-and-machine-learning-engineer/7625850,7625850,2026-02-27
AI/ML Engineer,Jade Global,,,,,https://builtin.com/job/ai-ml-engineer/8536169,8536169,2026-02-27
Agentic AI Solutions Engineer,NTT DATA,,,,,https://builtin.com/job/agentic-ai-solutions-engineer/8275192,8275192,2026-02-27
"Systems Software Engineer, AI Infrastructure",NVIDIA,,,,,https://builtin.com/job/systems-software-engineer-ai-infrastructure/8523179,8523179,2026-02-27
AI/ML Engineer - MLOps/SRE,KLA,,,,,https://builtin.com/job/ai-ml-engineer-mlops-sre/8535779,8535779,2026-02-27
Senior Power Platform Engineer (AI / CoPilot),Parexel,,,,,https://builtin.com/job/senior-power-platform-engineer-ai-copilot/7976366,7976366,2026-02-27
AI Data Engineer,Teamified,,,,,https://builtin.com/job/ai-data-engineer/8535275,8535275,2026-02-27
Staff Quality Assurance Engineer(QA with AI Expertise),Findem,,,,,https://builtin.com/job/staff-quality-assurance-engineer-qa-ai-expertise/7576819,7576819,2026-02-27
Principal Software Engineer – AI and C# with Azure,SimCorp,,,,,https://builtin.com/job/principal-software-engineer-ai-and-c-azure/7193248,7193248,2026-02-27
Principal Engineer - Applications- AI/ML,Microchip Technology Inc.,,,,,https://builtin.com/job/senior-engineer-ii-applications-ai-ml/8424466,8424466,2026-02-27
Principal Engineer - Applications - AI/ML,Microchip Technology Inc.,,,,,https://builtin.com/job/senior-engineer-ii-applications-ai-ml/8424465,8424465,2026-02-27
Principal Engineer - Applications - AI/ML,Microchip Technology Inc.,,,,,https://builtin.com/job/senior-engineer-ii-applications-ai-ml/8424467,8424467,2026-02-27
"Senior Engineer - Java (Backend, Cloud/AI Domain)",Omnissa,,,,,https://builtin.com/job/software-engineer-java-backend-cloud-ai-domain/8534972,8534972,2026-02-27
Senior Product Software Engineer- (.Netcore + Angular + SQL) - AI Fluent (Mandatory),Wolters Kluwer,,,,,https://builtin.com/job/senior-product-software-engineer-netcore-angular-sql-ai-fluent-mandatory/8464361,8464361,2026-02-27
"Senior Staff Engineer, AI",AlphaSense,,,,,https://builtin.com/job/senior-staff-engineer-ai/8534946,8534946,2026-02-27
"Principal Software Engineer, AI",AlphaSense,,,,,https://builtin.com/job/principal-software-engineer-ai/8534938,8534938,2026-02-27
"Principal Software Engineer, AI",AlphaSense,,,,,https://builtin.com/job/principal-software-engineer-ai/8534928,8534928,2026-02-27
"Principal Software Engineer, AI",AlphaSense,,,,,https://builtin.com/job/principal-software-engineer-ai/8534930,8534930,2026-02-27
"Business Solutions Engineer, (Agentic AI)",Airbnb,,,,,https://builtin.com/job/business-solutions-engineer-agentic-ai/8238431,8238431,2026-02-27
"Senior Engineer, AI & Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/senior-engineer-ai-machine-learning/7997810,7997810,2026-02-27
"Senior Platform Engineer - Azure Cloud, Automation & AI",Syneos Health,,,,,https://builtin.com/job/senior-engineer-azure-cloud-api-automation-ai/8178873,8178873,2026-02-27
Lead AI Solution Engineer,3M,,,,,https://builtin.com/job/lead-ai-solution-engineer/7152019,7152019,2026-02-27
M365 AI & Collaboration Engineer - Copilot,GlobalFoundries,,,,,https://builtin.com/job/m365-ai-collaboration-engineer-copilot/7508540,7508540,2026-02-27
AI/ML ENGINEER,Esyconnect,,,,,https://builtin.com/job/ai-ml-engineer/7379161,7379161,2026-02-27
Staff AI Platform Engineer,AlphaSense,,,,,https://builtin.com/job/staff-ai-platform-engineer/7867495,7867495,2026-02-27
Principal AI Platform Engineer,AlphaSense,,,,,https://builtin.com/job/principal-ai-platform-engineer/7867491,7867491,2026-02-27
Technical Support Engineer - AI Cybersecurity Platform,Abnormal Security,,,,,https://builtin.com/job/technical-support-engineer-ai-cybersecurity-platform/7662895,7662895,2026-02-27
AI Kernel Engineer,quadric.io,,,,,https://builtin.com/job/ai-kernel-engineer/8294549,8294549,2026-02-27
Senior Software Engineer(React & Python with AI Capabilities),S&P Global,,,,,https://builtin.com/job/senior-software-engineer-react-python-ai-capabilities/8179009,8179009,2026-02-27
"Principal Engineer (Python, Playwright, JavaScript, AI)",Autodesk,,,,,https://builtin.com/job/principal-engineer-python-playwright-javascript-ai/8188289,8188289,2026-02-27
Sr Software Engineer - AI Cortex team | India,Five9,,,,,https://builtin.com/job/sr-software-engineer-ai-cortex-team-india/8526128,8526128,2026-02-27
"AVP, Senior Power Platform Developer & Architect – Power Apps, Power Automate & Power AI","Oaktree Capital Management, L.P.",,,,,https://builtin.com/job/avp-senior-power-platform-developer-architect-power-apps-power-automate-power-ai/8311009,8311009,2026-02-27
Python Generative AI Automation Developer - Assistant Vice President - Pune,Citi,,,,,https://builtin.com/job/python-generative-ai-automation-developer-assistant-vice-president-pune/8514263,8514263,2026-02-27
Senior Frontend Developer - AI Threat Intelligence Platform,Arctic Wolf,,,,,https://builtin.com/job/senior-developer-ai-threat-intelligence-platform/8135676,8135676,2026-02-27
"Senior Enterprise Software Engineer (Mandatory Skills - Python, Azure/AWS, Gen Ai)",Wolters Kluwer,,,,,https://builtin.com/job/senior-enterprise-software-engineer-mandatory-skills-python-azure-aws-gen-ai/8466909,8466909,2026-02-27
AI/ML Software Principal Engineer,GE Vernova,,,,,https://builtin.com/job/ai-ml-software-principal-engineer/8524056,8524056,2026-02-27
Senior Software Engineer - AI II,Thomson Reuters,,,,,https://builtin.com/job/senior-software-engineer-ai-ii/8506019,8506019,2026-02-27
Senior Software Engineer – AI (Westlaw AI),Thomson Reuters,,,,,https://builtin.com/job/senior-software-engineer-ai-westlaw-ai/8188214,8188214,2026-02-27
"Staff Software Engineer (Frontend: React, Typescript, Javascript, BE-Ruby +AI)",Zendesk,,,,,https://builtin.com/job/staff-software-engineer-backend-fullstack/7508755,7508755,2026-02-27
AI Ops Engineer - Azure Stack,DXC Technology,,,,,https://builtin.com/job/ai-ops-engineer-azure-stack/7578030,7578030,2026-02-27
Senior Data Engineer - AI,Beckman Coulter Diagnostics,,,,,https://builtin.com/job/senior-data-engineer-ai/8335891,8335891,2026-02-27
AI SRE Engineer,Procter & Gamble,,,,,https://builtin.com/job/ai-sre-engineer/8239423,8239423,2026-02-27
Senior Full Stack Engineer - AI,ZoomInfo,,,,,https://builtin.com/job/senior-software-engineer/8285350,8285350,2026-02-27
Senior Silicon Design Engineer - AI,Micron Technology,,,,,https://builtin.com/job/staff-silcion-design-engineer-ai/8284729,8284729,2026-02-27
Senior AI/ML Engineer - R01560293,Brillio,,,,,https://builtin.com/job/senior-ai-ml-engineer-r01560293/8514906,8514906,2026-02-27
Principal AI Software Engineer,GE Vernova,,,,,https://builtin.com/job/principal-ai-software-engineer/7133871,7133871,2026-02-27
Sr. Staff UX/UI Engineer - AI-Powered Design Systems,GE Vernova,,,,,https://builtin.com/job/sr-staff-ux-ui-engineer-ai-powered-design-systems/7133812,7133812,2026-02-27
Sr. Staff Software Engineer - AI-Augmented Full Stack,GE Vernova,,,,,https://builtin.com/job/sr-staff-software-engineer-ai-augmented-full-stack/7133866,7133866,2026-02-27
Databricks Automation & AI Platform Engineer,Xenon Seven,,,,,https://builtin.com/job/databricks-automation-ai-platform-engineer/8272984,8272984,2026-02-27
AI Application Engineer,Rearc,,,,,https://builtin.com/job/ai-application-engineer/8073654,8073654,2026-02-27
"Senior Machine Learning Engineer, Gen AI",Weave,,,,,https://builtin.com/job/senior-machine-learning-engineer/6214317,6214317,2026-02-27
Staff Engineer-Applied AI,Barclays,,,,,https://builtin.com/job/staff-engineer/8273315,8273315,2026-02-27
Support Software Developer (Tools & AI-automation),Wati,,,,,https://builtin.com/job/support-software-developer-tools-ai-automation/7625969,7625969,2026-02-27
AI Data & Knowledge Engineer,Innovapptive,,,,,https://builtin.com/job/ai-data-knowledge-engineer/8272875,8272875,2026-02-27
"Software Engineer, AI Inference",Skild AI,,,,,https://builtin.com/job/software-engineer-ai-inference/3796223,3796223,2026-02-27
"Software Engineer, AI Training and Infrastructure",Skild AI,,,,,https://builtin.com/job/software-engineer-ai-training-and-infrastructure/3796225,3796225,2026-02-27
"Lead Software Engineer,Data Science & AI",Ansira,,,,,https://builtin.com/job/lead-software-engineer-data-science-ai/7476703,7476703,2026-02-27
Senior Engineer II-Software AI/ML - Cloud Eco-system,Microchip Technology Inc.,,,,,https://builtin.com/job/senior-engineer-ii-software-ai-ml-cloud-eco-system/8244642,8244642,2026-02-27
Senior AI Quality Engineer,Mitratech,,,,,https://builtin.com/job/senior-quality-engineer-ai-ml/7618921,7618921,2026-02-27
Automation Engineer - AI & Machine Learning  Sr Developer,Astellas Pharma,,,,,https://builtin.com/job/automation-engineer-ai-machine-learning-sr-developer/8507209,8507209,2026-02-27
Engineer / Senior Engineer - Machine Learning AI Platform,Omnissa,,,,,https://builtin.com/job/engineer-senior-engineer-machine-learning-ai-platform/8505987,8505987,2026-02-27
Software Engineer - Back-End & Agentic AI,Securonix,,,,,https://builtin.com/job/software-engineer-back-end-agentic-ai/8505536,8505536,2026-02-27
"AI Principle Engineer, VP",NatWest Group,,,,,https://builtin.com/job/ai-principle-engineer-vp/8310257,8310257,2026-02-27
Staff Software Engineer - Back-End & Agentic AI,Securonix,,,,,https://builtin.com/job/staff-software-engineer-back-end-agentic-ai/8502461,8502461,2026-02-27
Senior AI/ML Engineer-Remote,Xenon Seven,,,,,https://builtin.com/job/senior-ai-ml-engineer-remote/7831738,7831738,2026-02-27
Mid Level AI/ML Engineer-Remote,Xenon Seven,,,,,https://builtin.com/job/mid-level-ai-ml-engineer-remote/7831737,7831737,2026-02-27
AI/ML Engineer - Join our growing community,Xenon Seven,,,,,https://builtin.com/job/ai-ml-engineer-join-our-growing-community/7358381,7358381,2026-02-27
Digital & AI/ML Senior Engineer,Franklin Templeton,,,,,https://builtin.com/job/digital-ai-ml-senior-engineer/8222324,8222324,2026-02-27
Principal Engineer – AI and Data Science,GE Vernova,,,,,https://builtin.com/job/principal-engineer-ai-and-data-science/7254469,7254469,2026-02-27
Senior AI ML Engineer,3Pillar Global,,,,,https://builtin.com/job/senior-ai-ml-engineer-exp-5-years/6192354,6192354,2026-02-27
"Senior AI Application Engineer, Enterprise AI",GE Healthcare,,,,,https://builtin.com/job/senior-ai-application-engineer-enterprise-ai/7832963,7832963,2026-02-27
"Staff AI Application Engineer, Enterprise AI",GE Healthcare,,,,,https://builtin.com/job/staff-ai-application-engineer-enterprise-ai/7832435,7832435,2026-02-27
Senior Lead Software Engineer - AI Driven,Platform Science,,,,,https://builtin.com/job/senior-lead-software-engineer-ai-driven/7354021,7354021,2026-02-27
Senior DevOps Cloud Engineer- AI,Porch Group,,,,,https://builtin.com/job/senior-devops-cloud-engineer-ai/8501614,8501614,2026-02-27
Senior Generative AI (Gen AI) Engineer,InnovationTeam,,,,,https://builtin.com/job/senior-generative-ai-gen-ai-engineer/8501247,8501247,2026-02-27
Product Lead Engineer - AI,Johnson & Johnson,,,,,https://builtin.com/job/product-lead-engineer-ai/6688707,6688707,2026-02-27
Sr Staff Software Engineer - AI | Studio,Five9,,,,,https://builtin.com/job/sr-staff-software-engineer/7624758,7624758,2026-02-27
CTO's Office - AI Applications Engineer,Ema Unlimited,,,,,https://builtin.com/job/ai-applications-engineer/7116385,7116385,2026-02-27
Senior Software Engineer - AI,Couchbase,,,,,https://builtin.com/job/senior-software-engineer-ai/8253465,8253465,2026-02-27
Lead Engineer - FullStack ( AI-Native & Marketplace Integrations),HighLevel,,,,,https://builtin.com/job/lead-engineer-fullstack-ai-native-marketplace-integrations/7594190,7594190,2026-02-27
Lead Backend Engineer - Calendar AI,HighLevel,,,,,https://builtin.com/job/lead-backend-engineer-calendar-ai/8069857,8069857,2026-02-27
AI Deployment Engineer,OpenAI,,,,,https://builtin.com/job/solutions-architect/7594026,7594026,2026-02-27
Lead AI ML Engineer,3Pillar Global,,,,,https://builtin.com/job/lead-ai-ml-engineer/7596003,7596003,2026-02-27
Senior AI/ML Developer,Fortive,,,,,https://builtin.com/job/senior-ai-ml-developer/8242651,8242651,2026-02-27
"Software Engineer, Data & AI",Stripe,,,,,https://builtin.com/job/data-engineer-data-engineering-solutions/8242523,8242523,2026-02-27
Senior Developer - AI Proactive Defense,Arctic Wolf,,,,,https://builtin.com/job/senior-developer-ai-proactive-defense/7581145,7581145,2026-02-27
Senior Quality Engineer - AI Proactive Defense,Arctic Wolf,,,,,https://builtin.com/job/senior-quality-engineer-ai-proactive-defense/7590468,7590468,2026-02-27
AI / ML Platform Engineer Specialist,Esko,,,,,https://builtin.com/job/ai-ml-platform-engineer-specialist/7577562,7577562,2026-02-27
Senior Full-Stack Engineer (AI-Native),Toku,,,,,https://builtin.com/job/senior-full-stack-engineer-ai-native/8496822,8496822,2026-02-27
AI Dev Engineer,Experian,,,,,https://builtin.com/job/ai-dev-engineer/8492937,8492937,2026-02-27
Staff Software Engineer | R&D AI Automation,Five9,,,,,https://builtin.com/job/staff-software-engineer-r-d-ai-automation/8492648,8492648,2026-02-27
Senior Staff Engineer – AI/ML,GE Aerospace,,,,,https://builtin.com/job/senior-staff-engineer-ai-ml/8492170,8492170,2026-02-27
Senior Associate Engineer - AI Services,NTT DATA,,,,,https://builtin.com/job/senior-associate-engineer-ai-services/8326314,8326314,2026-02-27
Senior Staff Developer - AI Customer Engagement,Arctic Wolf,,,,,https://builtin.com/job/senior-staff-developer-ai-customer-engagement/8490005,8490005,2026-02-27
Software Development Engineer in Test III - LeadGen AI,HighLevel,,,,,https://builtin.com/job/software-development-engineer-test-iii-leadgen-ai/8056022,8056022,2026-02-27
AI  Engineer - Enterprise Search,Atomicwork,,,,,https://builtin.com/job/ai-engineer-enterprise-search/6342890,6342890,2026-02-27
Senior Engineer - AI & Agentic Sandbox,BlueRock.io,,,,,https://builtin.com/job/senior-engineer-runtime-and-observability/8486273,8486273,2026-02-27
Senior Specialist Software Engineer (AI),NICE,,,,,https://builtin.com/job/senior-specialist-software-engineer-chatbot/8462994,8462994,2026-02-27
Software Engineer (AI),NICE,,,,,https://builtin.com/job/software-engineer-chatbot/8465554,8465554,2026-02-27
Senior Software Engineer (AI),NICE,,,,,https://builtin.com/job/senior-software-engineer-chatbot/8462990,8462990,2026-02-27
Specialist Software Engineer (AI),NICE,,,,,https://builtin.com/job/specialist-software-engineer-chatbot/8465588,8465588,2026-02-27
Content Developer- AI Media,JioStar,,,,,https://builtin.com/job/ai-media-developer/8480958,8480958,2026-02-27
"AI Principal Engineer, VP",NatWest Group,,,,,https://builtin.com/job/ai-principal-engineer-vp/8479072,8479072,2026-02-27
Senior QA Engineer- AI Rendering,Autodesk,,,,,https://builtin.com/job/senor-qa-engineer-ai-rendering/8222359,8222359,2026-02-27
